Visit #,Start Time,End Time,Ship,Length Of Stay,Ship Type,Cargo Type Name,Visit Shipping Line Name,Stevedore,GT,LOA,Arrival Berth Name,Arrival Berth Code,Departure Berth Name,Departure Berth Code
PEV-18-001605,4/30/18 9:30,5/6/18 9:30,USS DETROIT LCS-7,6d,NAVAL,U.S. NAVY,U.S. Navy,STEVEDORE NOT REQUIRED,3462,378.3,21,21,21,21
PEV-18-001601,4/30/18 10:05,5/6/18 8:25,USCGC CONFIDENCE WMEC-619,5d22h,NAVAL,U.S. COAST GUARD,U S Coast Guard,STEVEDORE NOT REQUIRED,1110,210.5,22,22,22,22
PEV-18-001602,4/30/18 10:25,5/6/18 8:10,USCGC ROBERT YERED WPC-1104,5d22h,USCG,U.S. COAST GUARD,U S Coast Guard,STEVEDORE NOT REQUIRED,359,153.2,22,22,22,22
PEV-18-001603,4/30/18 10:45,5/6/18 8:05,USCGC WILLOW WLB-202,5d21h,NAVAL,U.S. COAST GUARD,U S Coast Guard,STEVEDORE NOT REQUIRED,1928,225.011,22,22,22,22
PEV-18-001562,4/30/18 11:45,4/30/18 21:00,JPO LIBRA,9h,CONTAINER SHIP,CONTAINER,Hamburg-Sud,"Florida International Terminal, LLC",41359,866.3152,30,30,30,30
PEV-18-001540,4/30/18 11:55,4/30/18 17:40,ALLEGRO,6h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",2984,323.7691,32,32,32,32
PEV-18-001419,4/30/18 12:05,5/2/18 21:30,SUPER SERVANT 4,2d9h,"HEAVY-LOAD CARRIER, SEMI-SUB",YACHTS FLOAT ON-OFF,Dockwise N.V. (Super Servant),"Host Terminals, LLC",12642,556.1295,29,29,29,29
PEV-18-001537,4/30/18 12:20,5/1/18 23:25,AS FABRIZIA,1d11h,CONTAINER SHIP,CONTAINER,Solymar/Agriex Line,Portus-PEV LLC,15375,545.1381,26,26,26,26
PEV-18-001501,4/30/18 19:30,5/2/18 1:40,TUG COMMITMENT,1d6h,TUG,PETROLEUM,"Crowley Petroleum Transport, Inc.",Valero Marketing & Supply Co.,1052,131.4041,9,9,9,9
PEV-18-001502,4/30/18 19:30,5/2/18 1:40,BARGE 650-6,1d6h,TANK BARGE,PETROLEUM,"Crowley Petroleum Transport, Inc.",Valero Marketing & Supply Co.,13462,587.0037,9,9,9,9
PEV-18-001520,4/30/18 23:00,5/1/18 9:05,K-BREEZE,10h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33A,33A,33A,33A
