Visit #,Start Time,End Time,Ship,Length Of Stay,Ship Type,Cargo Type Name,Visit Shipping Line Name,Stevedore,GT,LOA,Arrival Berth Name,Arrival Berth Code,Departure Berth Name,Departure Berth Code
PEV-18-002805,8/25/18 7:35,8/25/18 16:00,TUCANA J,8h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33A,33A,33A,33A
PEV-18-002823,8/25/18 7:50,8/25/18 17:50,WASHINGTON EXPRESS,10h,CONTAINER SHIP,CONTAINER,Hapag Lloyd,"Florida International Terminal, LLC",40146,798.4313,30,30,30,30
PEV-18-002847,8/25/18 11:10,8/25/18 17:25,MELBOURNE STRAIT,6h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",21018,589.4316,31,31,31,31
PEV-18-002804,8/25/18 11:20,8/26/18 1:15,PARADERO,14h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33C,33C,33A,33A
PEV-18-002774,8/25/18 19:20,8/26/18 0:10,DOLE CALIFORNIA,5h,CONTAINER SHIP,CONTAINER,Dole Fresh Fruit International LTD.,"Sun Terminals, Inc.",16488,586.8069,31,31,31,31
PEV-18-002818,8/25/18 19:35,8/26/18 4:25,MAERSK WOLFSBURG,9h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",18123,574.5031,30,30,30,30
PEV-18-002811,8/25/18 20:50,8/28/18 3:45,CHARLOTTE,2d7h,GENERAL CARGO,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",2035,297.2586,6,6,31,31
PEV-18-002770,8/25/18 21:15,8/26/18 10:15,DELPHINUS,13h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",5730,400.0523,32,32,32,32
PEV-18-002495,8/25/18 23:10,8/26/18 8:05,JAUME I,9h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-002473,8/26/18 6:35,8/26/18 16:30,ALLURE OF THE SEAS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,225282,1181.16,18,18,18,18
PEV-18-002824,8/26/18 8:15,8/26/18 17:35,CAP REINGA,9h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",32984,738.3562,30,30,30,30
PEV-18-002799,8/26/18 10:55,8/28/18 23:30,ALPINE AQUALINA,2d13h,TANKER,JET FUEL,TRAFIGURA MARITIME VENTURES LIMITED,"TransMontaigne Product Services, Inc.",57237,800.4984,7,7,7,7
PEV-18-002812,8/26/18 12:10,8/28/18 6:05,GARDEN STATE,1d18h,TANKER,PETROLEUM,"Crowley Petroleum Transport, Inc.","Motiva Enterprises, LLC",29923,610.266,13,13,13,13
PEV-18-002661,8/26/18 14:45,8/30/18 17:00,USNS MAURY T-AGS 66,4d2h,RESEARCH,LAY-IN,Military Sealift Command (USNS),STEVEDORE NOT REQUIRED,4746,353.1078,20,20,20,20
PEV-18-002712,8/26/18 19:15,8/27/18 16:05,VANQUISH,21h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,3871,328.0016,16,16,16,16
PEV-18-002806,8/26/18 19:55,8/27/18 14:10,LENA,18h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",9981,456.3871,32,32,32,32
PEV-18-002496,8/26/18 22:10,8/28/18 8:10,JAUME I,1d10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-002813,8/27/18 4:50,8/28/18 7:05,PAVO J,1d2h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33A,33A,33A,33A
PEV-18-002819,8/27/18 6:40,8/28/18 0:10,DUBLIN EXPRESS,18h,CONTAINER SHIP,CONTAINER,Hamburg-Sud,"Florida International Terminal, LLC",46009,921.961,30,30,30,30
PEV-18-002832,8/27/18 10:40,8/27/18 17:30,ALLEGRO,7h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",2984,323.7691,32,32,32,32
PEV-18-002830,8/28/18 7:20,8/28/18 22:25,CARIBE MARINER,15h,CONTAINER SHIP,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,2899,325.7049,16,16,16,16
PEV-18-002817,8/28/18 8:00,8/29/18 16:50,FLORIDA EXPRESS,1d9h,SUPPLY SHIP,CONTAINER,Seacor Marine Inc.,H. T. Shipping Inc and Hybur Ltd.,972,220.0239,27,27,17,17
PEV-18-002797,8/28/18 10:00,8/29/18 19:40,TEXAS VOYAGER,1d10h,TANKER,GASOLINE,Chevron USA,Chevron USA,29923,610.266,13,13,13,13
PEV-18-002820,8/28/18 12:10,8/28/18 16:10,MAERSK WINNIPEG,4h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",18123,574.5031,30,30,30,30
PEV-18-002829,8/28/18 14:30,8/30/18 14:45,CARIBE NAVIGATOR,2d,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,2996,327.9359,17,17,16,16
PEV-18-002497,8/28/18 22:10,8/30/18 7:55,JAUME I,1d10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-002746,8/29/18 1:10,8/30/18 2:20,TUG LEGACY,1d1h,TUG,GASOLINE,Cop Shipping LLC.,Marathon Petroleum Company LP,2164,148.0059,7,7,7,7
PEV-18-002745,8/29/18 1:10,8/30/18 2:20,BARGE 750-1,1d1h,BARGE CARRIER,GASOLINE,Cop Shipping LLC.,Marathon Petroleum Company LP,25239,600.1835,7,7,7,7
PEV-18-002814,8/29/18 2:00,8/29/18 23:35,DENEB J,22h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8280,458.0276,32,32,32,32
PEV-18-002848,8/29/18 3:10,8/31/18 0:20,LONE STAR STATE,1d21h,TANKER,PETROLEUM,"Crowley Petroleum Transport, Inc.","Motiva Enterprises, LLC",29923,610.266,9,9,9,9
PEV-18-002836,8/29/18 5:25,8/29/18 16:35,MAERSK KENTUCKY,11h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida Stevedoring, Inc.",50698,958.2784,31,31,31,31
PEV-18-002716,8/29/18 6:10,8/29/18 19:05,VIKING CONSTANZA,13h,VEHICLES CARRIER,AUTOMOBILES,Accordia Shipping LLC,"Host Terminals, LLC",20209,459.34,21,21,21,21
PEV-18-002740,8/29/18 6:40,8/30/18 11:30,BARGE U-1402,1d5h,BARGE CARRIER,LAY-IN,"Stevens Towing Co., Inc.",F P L,356,140,18,18,18,18
PEV-18-002741,8/29/18 6:40,8/30/18 11:30,TUG ISLAND MERCHANT,1d5h,TUG,LAY-IN,"Stevens Towing Co., Inc.",F P L,125,67.47,18,18,18,18
PEV-18-002815,8/29/18 6:50,8/31/18 5:30,AS FABRIZIA,1d23h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",15375,545.1381,33A,33A,33A,33A
PEV-18-002809,8/29/18 7:40,8/30/18 17:15,VEGA SAGITTARIUS,1d10h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",9750,456.6168,30,30,31,31
PEV-18-002862,8/29/18 8:20,8/29/18 16:00,FIESTA MAIL,8h,CONTAINER SHIP,CONTAINER,MAILBOAT COMPANY,Portus-PEV LLC,2485,225.175,33C,33C,33C,33C
PEV-18-002855,8/29/18 18:30,8/30/18 1:05,AS FIORELLA,7h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",15375,545.1381,33A,33A,33A,33A
PEV-18-002835,8/29/18 18:50,8/29/18 22:55,JSP AMIHAN,4h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",9996,456.6168,32,32,32,32
PEV-18-002854,8/29/18 21:50,8/31/18 15:40,OREGON,1d18h,TANKER,PETROLEUM,"Crowley Petroleum Transport, Inc.",ExxonMobil Oil Corporation,30415,600.423,13,13,13,13
PEV-18-002816,8/30/18 0:40,8/30/18 15:30,K-STORM,15h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,32,32,32,32
PEV-18-002856,8/30/18 5:30,8/30/18 19:15,MONTE AZUL,14h,CONTAINER SHIP,CONTAINER,Hamburg-Sud,"Florida International Terminal, LLC",69132,892.596,30,30,30,30
PEV-18-002461,8/30/18 6:40,8/30/18 16:00,CARNIVAL CONQUEST,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,Carnival Corporation,"Florida Stevedoring, Inc.",110239,952.1462,4,4,4,4
PEV-18-002810,8/30/18 7:15,9/1/18 0:40,HOHERIFF,1d17h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",9996,456.3871,17,17,17,17
PEV-18-002831,8/30/18 15:45,8/30/18 22:10,VANTAGE,6h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,3871,328.0016,16,16,16,16
PEV-18-002891,8/30/18 18:31,9/1/18 3:15,AS FIORELLA,1d9h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",15375,545.1381,31,31,33A,33A
PEV-18-002498,8/30/18 22:05,8/31/18 8:00,JAUME I,10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-002732,8/31/18 0:20,8/31/18 23:30,BARGE 650-8,24h,TANK BARGE,PETROLEUM,Nordsud Shipping,"Marathon Petroleum Company, LLC",13462,587.1678,7,7,7,7
PEV-18-002733,8/31/18 0:20,8/31/18 23:30,TUG ACHIEVEMENT,24h,TUG,PETROLEUM,Nordsud Shipping,"Marathon Petroleum Company, LLC",1052,135.0131,7,7,7,7
PEV-18-002834,8/31/18 5:05,8/31/18 19:25,RIO DE LA PLATA,14h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",73899,939.8424,31,31,31,31
PEV-18-002474,8/31/18 6:20,8/31/18 14:50,MAASDAM,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Holland America Line-Westours, Inc.","Florida Stevedoring, Inc.",55575,719.228,4,4,4,4
PEV-18-002807,8/31/18 7:05,9/1/18 16:05,FS IPANEMA,1d9h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",21018,589.5629,32,32,32,32
PEV-18-002883,8/31/18 7:35,8/31/18 20:35,GRAND EXPRESS,13h,LANDING CRAFT,CONTAINER,Seacor Marine Inc.,SEACOR Island Lines LLC,1671,256.2461,15,15,15,15
PEV-18-002860,8/31/18 7:55,8/31/18 22:35,CHIQUITA TRADER,15h,CONTAINER SHIP,CONTAINER,"Chiquita Fresh North America, LLC","Florida International Terminal, LLC",27059,695.0798,30,30,30,30
PEV-18-002867,8/31/18 9:35,9/1/18 2:05,REGULA,17h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",7219,435.3887,33C,33C,32,32
PEV-18-002800,8/31/18 10:40,8/31/18 21:00,ATLANTIC PROJECT II,10h,GENERAL CARGO,YACHTS LOAD ON-OFF,Atlantic Project II Ltd.  ,Portus-PEV LLC,23132,632.9049,26,26,26,26
PEV-18-002905,8/31/18 14:00,9/4/18 10:00,PELAGIC EXPRESS,3d20h,GENERAL CARGO,LAY-IN,Seacor Marine Inc.,H. T. Shipping Inc and Hybur Ltd.,1867,266.9094,27,27,27,27
PEV-18-002882,8/31/18 14:30,9/2/18 0:10,TEXAS,1d10h,TANKER,PETROLEUM,Exxon,ExxonMobil Oil Corporation,29801,601.4401,9,9,9,9
PEV-18-002849,8/31/18 17:30,9/2/18 2:00,TUG LEIGH ANN MORAN,1d9h,TUG,GASOLINE,Chevron USA,Chevron USA,708,121.0033,13,13,13,13
PEV-18-002850,8/31/18 17:30,9/2/18 2:00,BARGE MISSISSIPPI,1d9h,BARGE CARRIER,GASOLINE,Chevron USA,Chevron USA,11507,494.7,13,13,13,13
PEV-18-002499,8/31/18 22:10,9/1/18 8:05,JAUME I,10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
