nodeID nodeLabel nodeLat nodeLong
87 VIRGIN_ISLAND 42.82117495 -83.5469308580816
88 MI 39.7837304 -100.4458825
89 FL 27.7567667 -81.4639835
90 TX 31.8160381 -99.5120986
91 NY 43.1561681 -75.8449946
92 CO 2.8894434 -73.783892
93 IA 41.9216734 -93.3122705
94 GA -0.8999695 11.6899699
95 IL 40.0796606 -89.4337288
96 SC -27.0628367 -51.114965
97 PA 8.3096067 -81.3066246
98 IN 22.3511148 78.6677428
99 RI 41.7962409 -71.5992372
100 MD 39.5162234 -76.9382069
101 CA 61.0666922 -107.9917071
102 MN 45.9896587 -94.6113288
103 DE 51.0834196 10.4234469
104 NM 34.5708167 -105.993007
105 (blank) 39.528433 -77.5924894
106 NC 35.6729639 -79.0392919
107 OR 43.9792797 -120.737257
108 AL 33.2588817 -86.8295337
109 ID -2.49579265 120.200071716612
110 MA 41.894802 12.4853384
111 NJ 40.0757384 -74.4041622
112 ME 22.5000485 -100.0000375
113 AZ 40.3936294 47.7872508
114 WA 47.2868352 -120.2126139
115 WI 44.4308975 -89.6884637
116 VA 13.2904027 108.4265113
117 LA 30.8703881 -92.007126
118 ND 47.6201461 -100.540737
119 NE 41.7370229 -99.5873816
120 CT 41.6500201 -72.7342163
121 UT 39.4225192 -111.7143584
122 NH 43.4849133 -71.6553992
123 TN 33.8439408 9.400138
124 OH 40.2253569 -82.6881395
125 KS 38.27312 -98.5821872
126 DC 38.89366125 -76.987883253882
127 MS 32.9715645 -89.7348497
128 KY 37.5726028 -85.1551411
129 NV 39.5158825 -116.8537227
130 MX 22.5000485 -100.0000375
131 MT 35.8885993 14.4476911
132 VI 46.61340635 13.8269610987029
133 WV 38.4758406 -80.8408415
134 OK 34.9550817 -97.2684063
135 MO 38.7604815 -92.5617875
136 AK 64.4459613 -149.680909
137 VT 44.5990718 -72.5002608
138 WY 43.1700264 -107.5685348
139 Unknown_State 40.0796606 -89.4337288
