Visit #,Start Time,End Time,Ship,Length Of Stay,Ship Type,Cargo Type Name,Visit Shipping Line Name,Stevedore,GT,LOA,Arrival Berth Name,Arrival Berth Code,Departure Berth Name,Departure Berth Code
PEV-18-000340,1/30/18 11:00,1/31/18 17:10,BARGE BOUCHARD 240,1d6h,BARGE CARRIER,GASOLINE,Bouchard Transportation.,"TransMontaigne Product Services, Inc.",9242,446,9,9,9,9
PEV-18-000316,1/30/18 12:05,1/30/18 18:15,MAERSK WOLFSBURG,6h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",18123,574.5031,30,30,30,30
PEV-18-000379,1/30/18 13:00,1/31/18 9:40,LONE STAR STATE,21h,TANKER,GASOLINE,"Crowley Petroleum Transport, Inc.","Motiva Enterprises, LLC",29923,610.266,13,13,13,13
PEV-18-000337,1/30/18 13:45,1/31/18 14:15,OSLO BULK 9,1d,GENERAL CARGO,BAUXITE,BELBULK SHIPPING,"Host Terminals, LLC",5629,354.9714,6,6,6,6
PEV-18-000382,1/30/18 15:10,1/31/18 23:05,DENEB J,1d8h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8280,458.0276,33A,33A,33A,33A
PEV-18-000358,1/30/18 17:30,1/31/18 18:15,BARGE 750-2,1d1h,"TANK BARGE, PUSHED",PETROLEUM,Nordsud Shipping,Marathon Petroleum Company LP,25239,600.0293,7,7,7,7
PEV-18-000359,1/30/18 17:30,1/31/18 18:15,TUG LEGEND,1d1h,TUG,PETROLEUM,Nordsud Shipping,Marathon Petroleum Company LP,2164,147.645,7,7,7,7
PEV-18-000406,1/30/18 18:25,1/31/18 0:35,JAN CARIBE,6h,GENERAL CARGO,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",2770,310.0545,31,31,31,31
PEV-17-004415,1/30/18 22:00,2/1/18 7:55,JAUME I,1d10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-000414,1/31/18 0:20,2/2/18 7:00,AS FEDERICA,2d7h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",15375,545.1381,32,32,33A,33A
PEV-18-000366,1/31/18 1:15,2/1/18 18:15,CARIBE NAVIGATOR,1d17h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,2996,327.9359,15,15,15,15
PEV-18-000167,1/31/18 5:30,1/31/18 15:35,MAERSK MONTANA,10h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida Stevedoring, Inc.",50686,958.3145,31,31,31,31
PEV-17-004292,1/31/18 7:00,1/31/18 16:25,VEENDAM,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,Holland America Line,"Florida Stevedoring, Inc.",57092,719.228,21,21,21,21
PEV-18-000413,1/31/18 8:45,1/31/18 22:10,PELAGIC EXPRESS,13h,GENERAL CARGO,CONTAINER,Seacor Marine Inc.,H. T. Shipping Inc and Hybur Ltd.,1867,266.9094,17,17,17,17
PEV-18-000311,1/31/18 11:50,2/1/18 23:40,OVERSEAS KEY WEST,1d12h,TANKER,GASOLINE,BP Amoco,Chevron U.S.A. Inc. d/b/a Chevron Products Company,30770,619.7809,13,13,13,13
PEV-18-000416,1/31/18 13:40,1/31/18 20:25,ALLEGRO,7h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",2984,323.7691,30,30,30,30
PEV-18-000428,1/31/18 17:25,1/31/18 21:55,FLORIDA EXPRESS,5h,SUPPLY SHIP,CONTAINER,Seacor Marine Inc.,SEACOR Island Lines LLC,972,220.0239,33C,33C,33C,33C
PEV-18-000353,1/31/18 17:50,2/1/18 4:40,LIMARI,11h,CONTAINER SHIP,CONTAINER,Hapag Lloyd,"Florida International Terminal, LLC",42382,878.3237,31,31,31,31
PEV-18-000372,1/31/18 20:20,2/2/18 8:35,RADIANT SEA,1d12h,TANKER,FUEL OIL,Heidmar Inc.,TransMontaigne Operating Company L.P.,42167,750.0366,5,5,5,5
PEV-18-000441,1/31/18 22:00,2/1/18 15:00,TUG CAPT WILLIE LANDERS,17h,TUG,LAY-IN,"Dann Marine Towing, LC",STEVEDORE NOT REQUIRED,84,73.7,4,4,4,4
PEV-18-000435,1/31/18 22:00,2/1/18 15:00,YACHT NATITA,17h,YACHT,LAY-IN,Owner (Misc Vessel) Not Listed.,STEVEDORE NOT REQUIRED,1801,216.5788,4,4,4,4
PEV-18-000317,1/31/18 22:25,2/1/18 13:40,TIGER,15h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",25756,680.6763,30,30,30,30
