Visit #,Start Time,End Time,Ship,Length Of Stay,Ship Type,Cargo Type Name,Visit Shipping Line Name,Stevedore,GT,LOA,Arrival Berth Name,Arrival Berth Code,Departure Berth Name,Departure Berth Code
PEV-18-000113,1/10/18 3:00,1/11/18 17:45,AS FELICIA,1d15h,CONTAINER SHIP,CONTAINER,Solymar/Agriex Line,Portus-PEV LLC,15375,545.1381,19,19,19,19
PEV-18-000132,1/10/18 5:25,1/12/18 6:35,AS FIORELLA,2d1h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",15375,545.1381,32,32,33A,33A
PEV-18-000117,1/10/18 6:20,1/11/18 16:05,VANTAGE,1d10h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,3871,328.0016,17,17,17,17
PEV-17-004116,1/10/18 7:05,1/10/18 16:30,VEENDAM,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,Holland America Line,"Florida Stevedoring, Inc.",57092,719.228,26,26,26,26
PEV-18-000153,1/10/18 9:20,1/10/18 15:35,FIESTA MAIL,6h,CONTAINER SHIP,CONTAINER,MAILBOAT COMPANY,Portus-PEV LLC,2485,225.175,18,18,18,18
PEV-18-000006,1/10/18 9:40,1/11/18 14:30,TUG BROWNSVILLE,1d5h,TUG,PETROLEUM,USS Vessel Management LLC,Valero Marketing & Supply Co.,1348,150.0467,13,13,13,13
PEV-18-000007,1/10/18 9:40,1/11/18 14:30,BARGE PETROCHEM TRADER,1d5h,TANK BARGE,PETROLEUM,USS Vessel Management LLC,Valero Marketing & Supply Co.,10884,521.7446,13,13,13,13
PEV-18-000144,1/10/18 17:40,1/12/18 3:45,HOHEBANK,1d10h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",9996,456.3871,31,31,31,31
PEV-18-000101,1/10/18 20:00,1/12/18 2:45,BARGE MISSISSIPPI,1d7h,BARGE CARRIER,GASOLINE,Chevron USA,Chevron USA,11507,494.7,9,9,9,9
PEV-18-000102,1/10/18 20:00,1/12/18 2:45,TUG LEIGH ANN MORAN,1d7h,TUG,GASOLINE,Chevron USA,Chevron USA,708,121.0033,9,9,9,9
PEV-18-000131,1/11/18 1:05,1/11/18 16:50,TUCANA J,16h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33A,33A,33A,33A
PEV-18-000158,1/11/18 4:10,1/12/18 21:30,BBC GDANSK,1d17h,GENERAL CARGO,YACHTS LOAD ON-OFF,BBC Chartering USA LLC,"Host Terminals, LLC",6155,401.7584,4,4,4,4
PEV-18-000021,1/11/18 5:45,1/11/18 17:10,MSC BARCELONA,11h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",61870,886.7887,32,32,32,32
PEV-18-000019,1/11/18 6:15,1/11/18 20:15,JPO CAPRICORNUS,14h,CONTAINER SHIP,CONTAINER,Hamburg-Sud,"Florida International Terminal, LLC",41359,866.184,30,30,30,30
PEV-18-000120,1/11/18 7:20,1/12/18 14:30,STADIONGRACHT,1d7h,GENERAL CARGO,YACHTS LOAD ON-OFF,Spliethhoff'S Bevrachtingskantoor B,"Host Terminals, LLC",16639,564.332,26,26,26,26
PEV-18-000194,1/11/18 13:30,1/12/18 12:15,BARGE AMELIE,23h,GENERAL CARGO BARGE,CONTAINER,El Morro Inc.,"Host Terminals, LLC",1948,250,18,18,18,18
PEV-18-000193,1/11/18 13:30,1/12/18 12:15,TUG DON JAIME,23h,TUG,CONTAINER,El Morro Inc.,"Host Terminals, LLC",218,96.1989,18,18,18,18
PEV-18-000150,1/11/18 15:35,1/12/18 8:45,TUG CROSBY RAM,17h,TUG,PROPANE,Targa Downstream Services LLC,Targa Downstream Services LLC,264,94.0006,11,11,11,11
PEV-18-000149,1/11/18 15:35,1/12/18 8:45,BARGE NAVAJO,17h,TANK BARGE,PROPANE,Targa Downstream Services LLC,Targa Downstream Services LLC,4184,292,11,11,11,11
PEV-18-000143,1/11/18 19:10,1/14/18 13:10,CHARLOTTE,2d18h,GENERAL CARGO,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",2035,297.2586,32,32,30,30
PEV-17-004404,1/11/18 21:15,1/12/18 7:55,JAUME I,11h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-000145,1/11/18 22:55,1/13/18 3:00,VEGA LUNA,1d4h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",9940,485.1615,17,17,17,17
PEV-18-000159,1/12/18 5:45,1/12/18 18:50,CHIQUITA EXPRESS,13h,CONTAINER SHIP,CONTAINER,"Chiquita Fresh North America, LLC","Florida International Terminal, LLC",27059,695.0798,30,30,30,30
PEV-17-004036,1/12/18 6:50,1/12/18 16:15,CROWN PRINCESS,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Princess Cruises, Inc.","Florida Stevedoring, Inc.",113561,946.995,2,2,2,2
PEV-18-000174,1/12/18 7:15,1/12/18 18:05,LINDA D,11h,LANDING CRAFT,CONTAINER,Seacor Marine Inc.,H. T. Shipping Inc and Hybur Ltd.,1092,209.3278,15,15,15,15
PEV-17-004517,1/12/18 8:20,1/13/18 7:30,ROTHORN,23h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",12029,515.5107,33A,33A,33A,33A
PEV-18-000100,1/12/18 9:05,1/13/18 2:30,MSC KALAMATA,17h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida Stevedoring, Inc.",74656,997.949,31,31,31,31
PEV-18-000190,1/12/18 10:05,1/12/18 22:35,REGULA,13h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",7219,435.3887,32,32,32,32
PEV-18-000162,1/12/18 10:50,1/13/18 10:10,BARGE ACADIA,23h,BARGE CARRIER,ASPHALT,Penn Maritime,"Marathon Petroleum Company, LLC",9451,490,8,8,8,8
PEV-18-000161,1/12/18 10:50,1/13/18 10:10,TUG TERESA,23h,TUG,ASPHALT,Penn Maritime,"Marathon Petroleum Company, LLC",656,126.9747,8,8,8,8
PEV-18-000195,1/12/18 14:05,1/12/18 19:00,CAPE MAIL,5h,CONTAINER SHIP,CONTAINER,MAILBOAT COMPANY,Portus-PEV LLC,858,218.0224,18,18,18,18
PEV-17-004548,1/12/18 15:10,1/14/18 3:15,FRIEDERIKE,1d12h,BULK CARRIER,GYPSUM,K-LINE  Bulk Shipping (UK),"Host Terminals, LLC",33302,623.39,5,5,5,5
PEV-18-000133,1/12/18 17:45,1/13/18 22:25,OVERSEAS KEY WEST,1d5h,TANKER,GASOLINE,BP Amoco,Chevron U.S.A. Inc. d/b/a Chevron Products Company,30770,619.7809,9,9,9,9
PEV-18-000127,1/12/18 20:45,1/13/18 22:00,TUG INNOVATION,1d1h,TUG,JET FUEL,"Crowley Petroleum Transport, Inc.",Valero Marketing & Supply Co.,1052,135.0131,13,13,13,13
PEV-18-000128,1/12/18 20:45,1/13/18 22:00,BARGE 650-9,1d1h,TANK BARGE,JET FUEL,"Crowley Petroleum Transport, Inc.",Valero Marketing & Supply Co.,13500,587.0037,13,13,13,13
PEV-17-004405,1/12/18 21:15,1/13/18 8:05,JAUME I,11h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-000098,1/12/18 22:20,1/13/18 17:45,MONTE ROSA,19h,CONTAINER SHIP,CONTAINER,Hamburg-Sud,"Florida International Terminal, LLC",69132,892.4976,30,30,30,30
PEV-18-000191,1/13/18 4:40,1/13/18 13:25,K-BREEZE,9h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33C,33C,33A,33A
PEV-17-004574,1/13/18 4:45,1/13/18 15:55,JSP AMIHAN,11h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",9996,456.6168,32,32,32,32
PEV-17-004082,1/13/18 5:40,1/13/18 23:05,COSTA DELIZIOSA,17h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Costa Cruise Lines, N.V.","Florida Stevedoring, Inc.",92720,964.614,19,19,19,19
PEV-17-004113,1/13/18 6:20,1/13/18 16:30,HARMONY OF THE SEAS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,226963,1188.1157,18,18,18,18
PEV-17-004078,1/13/18 6:40,1/13/18 16:15,CARIBBEAN PRINCESS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Princess Cruises, Inc.","Florida Stevedoring, Inc.",112894,950.0464,2,2,2,2
PEV-17-004103,1/13/18 7:10,1/13/18 16:40,INDEPENDENCE OF THE SEAS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,154407,1111.9965,29,29,29,29
PEV-17-004091,1/13/18 7:20,1/13/18 16:25,NIEUW AMSTERDAM,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Holland America Line-Westours, Inc.","Florida Stevedoring, Inc.",86273,936.0693,26,26,26,26
PEV-17-004516,1/13/18 7:30,1/14/18 7:50,MELBOURNE STRAIT,1d,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",21018,589.4316,31,31,31,31
PEV-18-000156,1/13/18 7:40,1/13/18 20:35,GRAND EXPRESS,13h,LANDING CRAFT,CONTAINER,Seacor Marine Inc.,SEACOR Island Lines LLC,1671,256.2461,15,15,15,15
PEV-18-000146,1/13/18 9:00,1/14/18 9:30,DELPHINUS,1d,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",5730,400.0523,11,11,30,30
PEV-18-000192,1/13/18 10:10,1/13/18 22:45,PEGASUS J,13h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8273,458.0276,33C,33C,33A,33A
PEV-18-000020,1/13/18 18:00,1/14/18 1:55,JPO AQUARIUS,8h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",25361,680.4794,32,32,32,32
PEV-17-004407,1/13/18 21:25,1/16/18 7:55,JAUME I,2d11h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-000202,1/14/18 0:25,1/14/18 17:45,VEGA SACHSEN,17h,GENERAL CARGO,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",9957,484.9646,33A,33A,33A,33A
PEV-17-004573,1/14/18 5:15,1/14/18 19:30,MAERSK OHIO,14h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida Stevedoring, Inc.",50686,958.3145,32,32,32,32
PEV-17-004046,1/14/18 5:50,1/14/18 17:20,FREEDOM OF THE SEAS,12h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,154407,1111.5044,29,29,29,29
PEV-17-004058,1/14/18 6:00,1/14/18 19:00,ALLURE OF THE SEAS,13h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,225282,1181.16,18,18,18,18
PEV-17-004050,1/14/18 6:15,1/14/18 16:00,REGAL PRINCESS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Princess Cruises, Inc.","Florida Stevedoring, Inc.",142714,1082.73,2,2,2,2
PEV-17-004041,1/14/18 6:35,1/14/18 16:40,EURODAM,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,Holland America Line,"Florida Stevedoring, Inc.",86273,936.4958,19,19,19,19
PEV-17-004062,1/14/18 6:55,1/14/18 16:40,CELEBRITY SILHOUETTE,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,Celebrity Cruises,Eller-I.T.O. Stevedoring Company L.L.C.,122210,1033.515,26,26,26,26
PEV-17-004086,1/14/18 7:00,1/14/18 16:30,KONINGSDAM,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Holland America Line-Westours, Inc.","Florida Stevedoring, Inc.",99836,982.6595,21,21,21,21
PEV-17-004066,1/14/18 7:15,1/14/18 16:10,CARNIVAL CONQUEST,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,Carnival Corporation,"Florida Stevedoring, Inc.",110239,952.1462,4,4,4,4
PEV-18-000124,1/14/18 9:30,1/15/18 19:25,SEABULK ARCTIC,1d10h,TANKER,PETROLEUM,Seabulk Tanker Co.,Citgo Petroleum Corporation,30415,600.423,9,9,9,9
PEV-18-000178,1/14/18 12:05,1/18/18 11:45,SUNRISE BRIGHT,3d24h,BULK CARRIER,ASH,Dasin Shipping Pte Ltd,"Host Terminals, LLC",21728,579.0965,14,14,14,14
PEV-18-000203,1/14/18 13:00,1/15/18 12:05,PAVO J,23h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,31,31,31,31
PEV-18-000224,1/14/18 20:30,1/18/18 18:20,FRIEDERIKE,3d22h,BULK CARRIER,GYPSUM,K-LINE  Bulk Shipping (UK),"Host Terminals, LLC",33302,623.39,5,5,5,5
PEV-18-000118,1/14/18 21:50,1/16/18 14:25,BRENTON REEF,1d17h,TANKER,PETROLEUM,Seabulk Tankers LTD.,"TransMontaigne Product Services, Inc.",30770,619.7809,7,7,7,7
PEV-17-004575,1/14/18 21:50,1/15/18 7:15,MAERSK WOLFSBURG,9h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",18123,574.5031,30,30,30,30
PEV-18-000225,1/14/18 22:50,1/19/18 12:15,SIDER TAYRONA,4d13h,GENERAL CARGO,CEMENT,Cemex Construction Materials Florida LLC,Cemex Construction Materials Florida LLC,9989,455.7309,15,15,15,15
PEV-18-000204,1/15/18 2:55,1/16/18 2:35,DENEB J,24h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8280,458.0276,33A,33A,33A,33A
PEV-18-000209,1/15/18 6:45,1/15/18 17:20,CARIBE MARINER,11h,CONTAINER SHIP,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,2899,325.7049,16,16,16,16
PEV-17-004109,1/15/18 6:45,1/15/18 16:00,SERENADE OF THE SEAS,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,90090,961.9892,18,18,18,18
PEV-18-000199,1/15/18 8:25,1/24/18 21:25,PELAGIC EXPRESS,9d13h,GENERAL CARGO,CONTAINER,Seacor Marine Inc.,H. T. Shipping Inc and Hybur Ltd.,1867,266.9094,11,11,17,17
PEV-18-000219,1/15/18 9:30,1/16/18 0:05,ELISABETH-S.,15h,CONTAINER SHIP,CONTAINER,Hamburg-Sud,"Florida International Terminal, LLC",40541,856.6691,30,30,30,30
PEV-17-004576,1/15/18 18:05,1/16/18 5:25,PHILADELPHIA EXPRESS,11h,CONTAINER SHIP,CONTAINER,Hapag Lloyd,"Florida International Terminal, LLC",40146,798.4313,31,31,31,31
PEV-18-000198,1/16/18 0:45,1/17/18 15:05,FLORIDA,1d14h,TANKER,LAY-IN,"Crowley Petroleum Transport, Inc.",Port Everglades Of Broward County,29242,600.423,20,20,20,20
PEV-18-000099,1/16/18 2:35,1/16/18 12:45,DOLE HONDURAS,10h,CONTAINER SHIP,CONTAINER,Dole Fresh Fruit International LTD.,"Sun Terminals, Inc.",16657,587.0365,30,30,30,30
PEV-18-000234,1/16/18 4:55,1/16/18 23:05,AS FEDERICA,18h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",15375,545.1381,33A,33A,33A,33A
PEV-18-000208,1/16/18 6:15,1/16/18 18:55,VANQUISH,13h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,3871,328.0016,16,16,16,16
PEV-18-000210,1/16/18 6:55,1/16/18 15:15,FLORIDA EXPRESS,8h,SUPPLY SHIP,LAY-IN,Seacor Marine Inc.,SEACOR Island Lines LLC,972,220.0239,27,27,27,27
PEV-18-000211,1/16/18 8:25,1/18/18 1:15,GARDEN STATE,1d17h,TANKER,PETROLEUM,"Crowley Petroleum Transport, Inc.","Motiva Enterprises, LLC",29923,610.266,9,9,9,9
PEV-18-000152,1/16/18 16:10,1/17/18 15:15,TUG LEGEND,23h,TUG,PETROLEUM,Nordsud Shipping,Marathon Petroleum Company LP,2164,147.645,7,7,7,7
PEV-18-000151,1/16/18 16:10,1/17/18 15:15,BARGE 750-2,23h,"TANK BARGE, PUSHED",PETROLEUM,Nordsud Shipping,Marathon Petroleum Company LP,25239,600.0293,7,7,7,7
PEV-18-000239,1/16/18 16:50,1/17/18 18:35,JAN CARIBE,1d2h,GENERAL CARGO,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",2770,310.0545,31,31,6,6
PEV-17-004409,1/16/18 21:05,1/18/18 11:50,JAUME I,1d15h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-000179,1/16/18 23:00,1/17/18 7:15,MAERSK WINNIPEG,8h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",18123,574.5031,30,30,30,30
PEV-18-000235,1/17/18 5:25,1/18/18 0:30,K-STORM,19h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,32,32,32,32
PEV-17-004257,1/17/18 6:45,1/17/18 17:25,VEENDAM,11h,PASSENGER SHIP,CRUISE - MULTI-DAY,Holland America Line,"Florida Stevedoring, Inc.",57092,719.228,21,21,21,21
PEV-17-004054,1/17/18 7:05,1/17/18 16:30,ZUIDERDAM,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Holland America Line-Westours, Inc.","Florida Stevedoring, Inc.",82305,936.463,26,26,26,26
PEV-18-000236,1/17/18 12:50,1/17/18 20:20,WEISSHORN,8h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",12029,515.5435,33A,33A,33A,33A
PEV-17-004571,1/17/18 13:50,1/17/18 23:40,ALLEGRO,10h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",2984,323.7691,32,32,32,32
PEV-18-000254,1/17/18 14:40,1/17/18 19:45,FLORIDA EXPRESS,5h,SUPPLY SHIP,CONTAINER,Seacor Marine Inc.,H. T. Shipping Inc and Hybur Ltd.,972,220.0239,17,17,17,17
PEV-18-000240,1/17/18 17:30,1/19/18 2:00,HOHERIFF,1d9h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",9996,456.3871,30,30,32,32
PEV-18-000233,1/17/18 19:15,1/19/18 2:50,TUG RALPH E. BOUCHARD,1d8h,TUG,CRUDE OIL,Bouchard Transportation.,TransMontaigne Operating Company L.P.,589,0,7,7,7,7
PEV-18-000232,1/17/18 19:15,1/19/18 2:50,BARGE BOUCHARD 230,1d8h,TANK BARGE,CRUDE OIL,Bouchard Transportation.,TransMontaigne Operating Company L.P.,9172,467,7,7,7,7
PEV-18-000251,1/17/18 22:00,1/18/18 9:30,PAVO J,12h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33A,33A,33A,33A
PEV-18-000197,1/18/18 6:20,1/18/18 17:35,QUEEN VICTORIA,11h,PASSENGER SHIP,CRUISE - MULTI-DAY,Cunard,"Florida Stevedoring, Inc.",90049,964.614,2,2,2,2
PEV-18-000207,1/18/18 6:45,1/18/18 16:45,CARIBE NAVIGATOR,10h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,2996,327.9359,16,16,16,16
PEV-17-004260,1/18/18 7:05,1/18/18 16:30,INDEPENDENCE OF THE SEAS,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,154407,1111.9965,18,18,18,18
PEV-18-000155,1/18/18 8:25,1/19/18 6:05,MSC VITTORIA,22h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",89954,1065.8,31,31,31,31
PEV-18-000218,1/18/18 9:30,1/19/18 0:45,SPIRIT OF LISBON,15h,CONTAINER SHIP,CONTAINER,Hamburg-Sud,"Florida International Terminal, LLC",40541,856.4722,30,30,30,30
PEV-18-000200,1/18/18 10:15,1/19/18 19:15,OVERSEAS HOUSTON,1d9h,TANKER,PETROLEUM,OSG Ship Management,Valero Marketing & Supply Co.,29242,601.0792,13,13,13,13
PEV-18-000265,1/18/18 10:50,1/22/18 23:40,TUCANA J,4d13h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33A,33A,33A,33A
PEV-18-000221,1/18/18 11:10,1/19/18 20:20,AS FELICIA,1d9h,CONTAINER SHIP,CONTAINER,Solymar/Agriex Line,Portus-PEV LLC,15375,545.1381,19,19,19,19
PEV-18-000142,1/18/18 14:15,1/19/18 18:50,BARGE 650-6,1d5h,TANK BARGE,PETROLEUM,"Crowley Petroleum Transport, Inc.","Motiva Enterprises, LLC",13462,587.0037,9,9,9,9
PEV-18-000141,1/18/18 14:15,1/19/18 18:50,TUG COMMITMENT,1d5h,TUG,PETROLEUM,"Crowley Petroleum Transport, Inc.","Motiva Enterprises, LLC",1052,131.4041,9,9,9,9
PEV-18-000206,1/18/18 17:35,1/18/18 21:35,VANQUISH,4h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,3871,328.0016,16,16,16,16
PEV-18-000241,1/18/18 18:40,1/20/18 3:15,VEGA SAGITTARIUS,1d9h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",9750,456.6168,17,17,17,17
PEV-18-000262,1/18/18 19:35,1/19/18 9:35,AS FEDERICA,14h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",15375,545.1381,33A,33A,33A,33A
PEV-17-004411,1/18/18 21:10,1/19/18 8:10,JAUME I,11h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-18-000177,1/19/18 2:30,1/19/18 18:00,SPIRIT OF TOKYO,16h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",26582,689.01,30,30,30,30
PEV-18-000242,1/19/18 3:30,1/19/18 14:00,JAN CARIBE,11h,GENERAL CARGO,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",2770,310.0545,32,32,32,32
PEV-18-000231,1/19/18 4:55,1/21/18 4:15,TUG KIM M. BOUCHARD,1d23h,TUG,DIESEL,"Bouchard Transportation Co., Inc.",ExxonMobil Oil Corporation,1763,150.0073,7,7,7,7
PEV-18-000230,1/19/18 4:55,1/21/18 4:15,BARGE BOUCHARD 270,1d23h,TANK BARGE,DIESEL,"Bouchard Transportation Co., Inc.",ExxonMobil Oil Corporation,19547,628,7,7,7,7
PEV-17-004263,1/19/18 5:45,1/19/18 16:00,CELEBRITY REFLECTION,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,Celebrity Cruises,Eller-I.T.O. Stevedoring Company L.L.C.,125366,1046.639,18,18,18,18
PEV-17-004265,1/19/18 6:00,1/19/18 16:20,ROYAL PRINCESS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Princess Cruises, Inc.","Florida Stevedoring, Inc.",142714,1082.73,2,2,2,2
PEV-17-004569,1/19/18 8:20,1/19/18 19:50,MAERSK KENTUCKY,12h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida Stevedoring, Inc.",50698,958.2784,31,31,31,31
PEV-18-000216,1/19/18 8:40,1/19/18 14:25,DOLE ECUADOR,6h,CONTAINER SHIP,CONTAINER,Dole Fresh Fruit International LTD.,"Sun Terminals, Inc.",16488,586.8069,29,29,29,29
PEV-18-000261,1/19/18 13:25,1/19/18 19:30,REGULA,6h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",7219,435.3887,33A,33A,33A,33A
PEV-18-000220,1/19/18 13:35,1/20/18 20:30,OSLO FOREST 2,1d7h,GENERAL CARGO,YACHTS LOAD ON-OFF,Oslo Caribbean Carrier PTE LTD.,"Host Terminals, LLC",6693,381.4491,26,26,11,11
PEV-18-000256,1/19/18 15:25,1/20/18 0:10,GRAND EXPRESS,9h,LANDING CRAFT,CONTAINER,Seacor Marine Inc.,SEACOR Island Lines LLC,1671,256.2461,16,16,16,16
PEV-17-004568,1/19/18 15:55,1/19/18 23:35,ALLEGRO,8h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",2984,323.7691,32,32,32,32
PEV-18-000249,1/19/18 17:05,1/19/18 21:35,CAPE MAIL,5h,CONTAINER SHIP,CONTAINER,MAILBOAT COMPANY,Portus-PEV LLC,858,218.0224,18,18,18,18
PEV-18-000248,1/19/18 19:40,1/20/18 15:40,CHIQUITA TRADER,20h,CONTAINER SHIP,CONTAINER,"Chiquita Fresh North America, LLC","Florida International Terminal, LLC",27059,695.0798,30,30,30,30
PEV-17-004412,1/19/18 21:15,1/20/18 7:55,JAUME I,11h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,1,1,1,1
PEV-17-004495,1/19/18 21:45,1/20/18 20:35,TUG DUTY,23h,TUG,SLAG,LEHIGH CEMENT COMPANY,Lehigh Cement,332,102.0391,14,14,14,14
PEV-17-004493,1/19/18 21:45,1/20/18 20:35,BARGE EMI 1151,23h,CEMENT CARRIER,SLAG,LEHIGH CEMENT COMPANY,Lehigh Cement,3631,360,14,14,14,14
PEV-18-000243,1/19/18 22:10,1/20/18 15:55,FS IPANEMA,18h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",21018,589.5629,31,31,31,31
PEV-18-000227,1/19/18 23:00,1/21/18 11:40,GOLDEN STATE,1d13h,TANKER,PETROLEUM,"Crowley Petroleum Transport, Inc.",Valero Marketing & Supply Co.,29527,600.423,13,13,13,13
PEV-18-000250,1/19/18 23:20,1/20/18 13:20,WEISSHORN,14h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",12029,515.5435,33A,33A,33A,33A
PEV-18-000260,1/19/18 23:30,1/20/18 23:25,K-BREEZE,24h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33B,33B,33A,33A
